accuracy,roc_auc,f1,avg_precision,brier,C,penalty,solver,max_iter
0.7582260371959944,0.4877299284003504,0.0,0.23545041908244835,0.184759898762771,0.1,l2,lbfgs,1000
0.7589413447782546,0.48843558874140686,0.0,0.23669828665030948,0.1853126424763023,1.0,l2,lbfgs,1000
0.7589413447782546,0.4888679657426993,0.0,0.23718652675748694,0.18543830734655706,5.0,l2,lbfgs,1000
