model,metric,groupkfold,holdout,rolling
RandomForest,pr_auc,0.47974450136136315,0.37199831079592416,0.388178319169976
RandomForest,top-20-precision,0.65,0.35,0.45
RandomForest,top-50-precision,0.516,0.42,0.41000000000000003
RandomForest,f1_score,0.5243327434546128,0.3818770226537217,0.48214130306799974
RandomForest,brier_score,0.21258143078217265,0.21348964897604367,0.22435002413231725
RandomForest,roc_auc,0.6824924709537139,0.5794653573376978,0.6097097627821424
