기업명,연도,revenue_t1_scaled,cagr_2y_scaled,growth_recent_scaled,growth_acceleration_scaled,growth_volatility_scaled,operating_margin_scaled,capex_intensity_scaled,capex_trend_scaled,capex_vs_industry_scaled,debt_ratio_scaled,rnd_intensity_scaled,profitable_years,patent_count_5y,patent_count_recent,ipc_diversity,patent_register_rate,patent_citation_total,patent_citation_avg,patent_citation_age_adj_total,patent_citation_age_adj_avg,no_patent_flag,patent_emb_0,patent_emb_1,patent_emb_2,patent_emb_3,patent_emb_4,patent_emb_5,patent_emb_6,patent_emb_7,patent_emb_8,patent_emb_9,patent_emb_10,patent_emb_11,patent_emb_12,patent_emb_13,patent_emb_14,patent_emb_15,patent_emb_16,patent_emb_17,patent_emb_18,patent_emb_19,patent_emb_20,patent_emb_21,patent_emb_22,patent_emb_23,patent_emb_24,patent_emb_25,patent_emb_26,patent_emb_27,patent_emb_28,patent_emb_29,patent_emb_30,patent_emb_31,patent_emb_32,patent_emb_33,patent_emb_34,patent_emb_35,patent_emb_36,patent_emb_37,patent_emb_38,patent_emb_39,patent_emb_40,patent_emb_41,patent_emb_42,patent_emb_43,patent_emb_44,patent_emb_45,patent_emb_46,patent_emb_47,patent_emb_48,patent_emb_49,target_year,target_growth
(주)제이에이치텍,2020,-1.10449635,-0.064193344,-0.063764471,0.119943347,-0.268444372,0.297724377,0.596127256,-0.281249421,0.154816375,-0.122850535,0.613763414,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,2021,0
(주)제이피코리아,2020,-1.098900408,-2.01552521,-1.274147637,-0.136837281,0.781364321,0.127753879,-0.199652702,-0.281249421,0.154816375,-0.11601645,-0.207822899,0,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,2021,0
(주)제이하라,2020,-0.904354412,-0.425812714,-0.641141816,-0.453205427,-0.250322848,0.149693284,0.393842098,-0.146054931,0.190142377,-0.150641375,0.372150009,2,-0.300684461,-0.446310052,-0.463095974,1.360374898,-0.333174129,-0.029407765,-0.3844513,-0.313683084,0,0.530698623,0.557139943,0.388524761,0.59519974,0.359894545,0.305569195,0.3111399,0.346736689,0.496364979,0.478768675,0.585446626,0.562335113,0.27781136,0.51526337,0.383244372,0.307690838,0.529053845,0.514946806,0.518883283,0.577243144,0.461039106,0.280200433,0.405994958,0.474715986,0.535939675,0.443046511,0.50039518,0.413562257,0.444146233,0.440637456,0.412841348,0.484591859,0.421082081,0.431444823,0.56119126,0.459828434,0.425279876,0.460375991,0.4210336,0.37054301,0.4678887,0.463697457,0.435945259,0.402749504,0.525400895,0.433300601,0.475066475,0.472382293,0.418131579,0.47468022,2021,1
(주)주온테크,2020,-0.574054387,-0.782240951,-0.596011759,-0.089211559,-0.295000918,0.144906176,-0.108492805,-0.281249421,0.154816375,-0.089717151,-0.113706777,2,-0.417576893,-0.446310052,-0.463095974,1.360374898,-0.410521384,-0.029407765,-0.416332921,-0.226244801,0,0.309379558,0.663786765,0.653302821,0.338576644,0.338545599,0.616450948,0.495255204,0.307593083,0.263573977,0.371473663,0.444732677,0.624420378,0.279140904,0.115780736,0.589718032,0.43153238,0.368504756,0.325068363,0.465883087,0.452763123,0.488821606,0.539449969,0.312555698,0.592225159,0.58951699,0.471306819,0.379937694,0.53539593,0.448437118,0.531547445,0.486922628,0.44225967,0.480390925,0.493542997,0.411465985,0.528757919,0.415771708,0.514092171,0.35384366,0.410226783,0.434130096,0.451777935,0.304966408,0.459698001,0.43931572,0.352669516,0.563023922,0.544372386,0.409329243,0.481012809,2021,1
(주)준성테크,2020,-0.903065225,-0.586084966,-0.476195269,-0.065527351,-0.256332441,0.173124914,0.001140178,-0.281249421,0.154816375,-0.379940382,-0.000518505,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.349994799,0.150024532,0.453715762,0.509089015,0.366437745,0.492284533,0.348592215,0.459502803,0.527527234,0.339386069,0.415619159,0.534128796,0.53237029,0.538141276,0.435994317,0.419990798,0.462284779,0.450011692,0.455606576,0.42109515,0.428371245,0.569830055,0.415109255,0.464587788,0.43456444,0.475501803,0.53343034,0.48668092,0.483055164,0.410825902,0.467605931,0.431605724,0.386645433,0.59070066,0.494839867,0.490027992,0.438565853,0.463669476,0.416705236,0.445508285,0.416291604,0.393396472,0.400704116,0.452471284,0.475577398,0.417273384,0.472706019,0.427849876,0.42268448,0.48710346,2021,0
(주)지성기공,2020,-1.099245292,-0.379290283,-0.466664872,-0.210080967,-0.229932655,0.174787835,0.226621594,-0.281249421,0.154816375,-0.11601645,0.23227505,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.349994799,0.150024532,0.453715762,0.509089015,0.366437745,0.492284533,0.348592215,0.459502803,0.527527234,0.339386069,0.415619159,0.534128796,0.53237029,0.538141276,0.435994317,0.419990798,0.462284779,0.450011692,0.455606576,0.42109515,0.428371245,0.569830055,0.415109255,0.464587788,0.43456444,0.475501803,0.53343034,0.48668092,0.483055164,0.410825902,0.467605931,0.431605724,0.386645433,0.59070066,0.494839867,0.490027992,0.438565853,0.463669476,0.416705236,0.445508285,0.416291604,0.393396472,0.400704116,0.452471284,0.475577398,0.417273384,0.472706019,0.427849876,0.42268448,0.48710346,2021,0
(주)지티아이코리아,2020,-0.843859849,-0.303604902,-0.807054001,-0.898571231,-0.023829168,0.137280976,-0.084372651,-0.281249421,0.154816375,-0.193449959,-0.08880443,1,-0.359130677,-0.257082061,-0.463095974,-0.884358544,-0.371847757,-0.029407765,-0.327064382,0.210946613,0,0.39693079,0.501414122,0.611319242,0.398289759,0.489184272,0.404552473,0.340140724,0.268004796,0.179187526,0.535604285,0.470075192,0.386077362,0.466975142,0.512692763,0.433347125,0.532152065,0.339865882,0.455562931,0.458401958,0.530836264,0.394704753,0.36747393,0.435253758,0.478559535,0.390841826,0.532893792,0.410891984,0.519161181,0.434693316,0.364737243,0.470293299,0.370628167,0.487413921,0.496553684,0.386764319,0.531163138,0.440813045,0.350633895,0.505484115,0.449107566,0.458793398,0.475097715,0.42290344,0.481944257,0.517112042,0.51276275,0.44957971,0.441563467,0.468790672,0.41358924,2021,0
(주)케이어드밴텍,2020,-0.68693657,-0.013733304,-0.268388097,-0.199980769,-0.301972191,0.160575954,0.075800722,-0.146054931,0.190142377,0.002022296,0.057977853,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.349994799,0.150024532,0.453715762,0.509089015,0.366437745,0.492284533,0.348592215,0.459502803,0.527527234,0.339386069,0.415619159,0.534128796,0.53237029,0.538141276,0.435994317,0.419990798,0.462284779,0.450011692,0.455606576,0.42109515,0.428371245,0.569830055,0.415109255,0.464587788,0.43456444,0.475501803,0.53343034,0.48668092,0.483055164,0.410825902,0.467605931,0.431605724,0.386645433,0.59070066,0.494839867,0.490027992,0.438565853,0.463669476,0.416705236,0.445508285,0.416291604,0.393396472,0.400704116,0.452471284,0.475577398,0.417273384,0.472706019,0.427849876,0.42268448,0.48710346,2021,0
(주)케이원티에스,2020,-0.192563456,1.984622545,0.691815276,-0.330232784,-0.076671475,0.076491062,-0.197404898,-0.281249421,0.154816375,-0.230859328,-0.205502201,1,-0.300684461,-0.162468066,0.107056533,-0.884358544,-0.062458738,1.419276029,0.093773015,1.872273986,0,0.222186523,0.429484047,0.149992934,0.504434092,0.28658657,0.345988595,0.500048083,0.56252206,0.375368303,0.448084513,0.41999353,0.447483846,0.334028899,0.383742842,0.577593183,0.482789148,0.326929285,0.258286116,0.489790029,0.514512172,0.444629303,0.406074456,0.530521808,0.306069267,0.348076878,0.493133214,0.574174287,0.479092207,0.582251639,0.33499609,0.421699405,0.516268875,0.488849778,0.477891815,0.482153636,0.605139628,0.369524444,0.465790054,0.476055931,0.453543842,0.454629811,0.364995341,0.458416309,0.436286821,0.42258718,0.383616982,0.427934015,0.432517521,0.490154075,0.467488219,2021,1
(주)코아백,2020,-0.637079594,-0.40966931,-0.894893278,-0.983817169,-0.157419264,0.191018933,0.015092399,-0.146054931,0.190142377,-0.291928188,-0.001991905,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,2021,0
(주)크리셈,2020,-0.426364246,-0.36397395,-0.298985911,0.017582816,-0.322366425,0.145714528,-0.193716413,-0.281249421,0.154816375,-0.156346234,-0.201694102,2,-0.417576893,-0.351696057,-0.463095974,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,0,0.500996133,0.42377224,0.307250356,0.41303723,0.425771108,0.400095935,0.521429553,0.478521979,0.48545546,0.534340886,0.370029576,0.449137408,0.359323143,0.4258037,0.418989723,0.450861227,0.311796099,0.424835145,0.441544207,0.511159023,0.373846675,0.606875121,0.587442698,0.393602275,0.370065049,0.377424971,0.394622363,0.490267058,0.498002571,0.475221327,0.330619904,0.500474463,0.54683376,0.449690907,0.454373265,0.479929334,0.5039553,0.380969454,0.478866821,0.475175217,0.458884501,0.418024656,0.446335108,0.451082508,0.502954145,0.503103369,0.4271825,0.391385744,0.536410896,0.460613376,2021,0
(주)템네스트,2020,-0.351675583,-0.00289581,-0.310237208,-0.271839047,-0.294690795,0.251939831,-0.211713515,-0.281249421,0.154816375,-0.374779976,-0.220274833,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.349994799,0.150024532,0.453715762,0.509089015,0.366437745,0.492284533,0.348592215,0.459502803,0.527527234,0.339386069,0.415619159,0.534128796,0.53237029,0.538141276,0.435994317,0.419990798,0.462284779,0.450011692,0.455606576,0.42109515,0.428371245,0.569830055,0.415109255,0.464587788,0.43456444,0.475501803,0.53343034,0.48668092,0.483055164,0.410825902,0.467605931,0.431605724,0.386645433,0.59070066,0.494839867,0.490027992,0.438565853,0.463669476,0.416705236,0.445508285,0.416291604,0.393396472,0.400704116,0.452471284,0.475577398,0.417273384,0.472706019,0.427849876,0.42268448,0.48710346,2021,0
(주)한백정밀,2020,-1.045022156,-0.151156769,5.593048368,4.608853828,8.570860635,0.183911595,2.225196536,-0.281249421,0.154816375,-0.158885755,2.295661798,0,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.349994799,0.150024532,0.453715762,0.509089015,0.366437745,0.492284533,0.348592215,0.459502803,0.527527234,0.339386069,0.415619159,0.534128796,0.53237029,0.538141276,0.435994317,0.419990798,0.462284779,0.450011692,0.455606576,0.42109515,0.428371245,0.569830055,0.415109255,0.464587788,0.43456444,0.475501803,0.53343034,0.48668092,0.483055164,0.410825902,0.467605931,0.431605724,0.386645433,0.59070066,0.494839867,0.490027992,0.438565853,0.463669476,0.416705236,0.445508285,0.416291604,0.393396472,0.400704116,0.452471284,0.475577398,0.417273384,0.472706019,0.427849876,0.42268448,0.48710346,2021,1
HS하이테크,2020,-0.042178772,-1.115260947,-0.76754944,-0.084234414,0.163495919,0.164240067,-0.300117235,-0.281249421,0.154816375,-0.176827635,-0.311545397,1,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,2021,0
㈜인시스템스,2020,-0.947937114,-1.4012272,-0.868465081,-0.014634558,0.221783101,0.119580596,0.641245055,-0.146054931,0.190142377,-0.19483542,0.616543118,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.349994799,0.150024532,0.453715762,0.509089015,0.366437745,0.492284533,0.348592215,0.459502803,0.527527234,0.339386069,0.415619159,0.534128796,0.53237029,0.538141276,0.435994317,0.419990798,0.462284779,0.450011692,0.455606576,0.42109515,0.428371245,0.569830055,0.415109255,0.464587788,0.43456444,0.475501803,0.53343034,0.48668092,0.483055164,0.410825902,0.467605931,0.431605724,0.386645433,0.59070066,0.494839867,0.490027992,0.438565853,0.463669476,0.416705236,0.445508285,0.416291604,0.393396472,0.400704116,0.452471284,0.475577398,0.417273384,0.472706019,0.427849876,0.42268448,0.48710346,2021,1
내일테크,2020,-2.485820344,-2.150045583,-1.58162368,-0.7285604,-0.018925731,-5.036284061,7.092549897,-0.146054931,0.190142377,-0.23723355,7.434284932,0,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,2021,1
넥스트랩,2020,-1.108943968,0.320488295,-0.168545768,-0.313951867,-0.270674106,0.126480349,0.320719921,-0.281249421,0.154816375,-0.325188176,0.329424893,2,-0.242238245,-0.257082061,0.392132786,1.360374898,-0.023785111,1.05710508,0.13203096,1.391363431,0,0.198791108,0.301137926,0.289815904,0.354674973,0.492197437,0.507497784,0.502717033,0.445196324,0.427683281,0.378116446,0.387137744,0.46366766,0.412111949,0.407078399,0.365507476,0.522183335,0.500398334,0.520143993,0.410798823,0.384710917,0.488662696,0.467914099,0.456095292,0.477224772,0.447967867,0.514751651,0.401027126,0.425486842,0.438534241,0.429271752,0.41001825,0.352144638,0.426551668,0.480191026,0.500269783,0.487398403,0.431074467,0.475517988,0.434344831,0.457832442,0.46844302,0.381546539,0.462590065,0.493803436,0.487029446,0.475244677,0.46895197,0.437582762,0.411950869,0.436990448,2021,1
뉴브이테크,2020,-1.434244884,-0.199572304,-0.363022466,-0.19582246,-0.301026457,0.173405669,1.210467688,-0.281249421,0.154816375,-0.131356401,1.248026299,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.349994799,0.150024532,0.453715762,0.509089015,0.366437745,0.492284533,0.348592215,0.459502803,0.527527234,0.339386069,0.415619159,0.534128796,0.53237029,0.538141276,0.435994317,0.419990798,0.462284779,0.450011692,0.455606576,0.42109515,0.428371245,0.569830055,0.415109255,0.464587788,0.43456444,0.475501803,0.53343034,0.48668092,0.483055164,0.410825902,0.467605931,0.431605724,0.386645433,0.59070066,0.494839867,0.490027992,0.438565853,0.463669476,0.416705236,0.445508285,0.416291604,0.393396472,0.400704116,0.452471284,0.475577398,0.417273384,0.472706019,0.427849876,0.42268448,0.48710346,2021,0
대건정밀,2020,-1.043803527,0.259664151,-0.233268885,-0.365664059,-0.254044386,0.20111867,0.043116837,-0.281249421,0.154816375,0.077631442,0.042819416,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,2021,1
동신정밀,2020,-1.516835105,0.35548232,0.294301139,0.293328911,-0.297655103,0.165094553,1.02568115,-0.281249421,0.154816375,-0.119125688,1.057247316,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,2021,1
두손산업(주),2020,-0.842635188,-0.313621324,-0.443583183,-0.22721482,-0.309155946,0.144110768,0.227989081,-0.146054931,0.190142377,-0.331437233,0.208314723,2,-0.359130677,-0.257082061,-0.463095974,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,0,0.388740831,0.659632375,0.419524562,0.403800425,0.482044183,0.502953257,0.515900797,0.461078751,0.453131875,0.43863592,0.550574907,0.490805754,0.358720114,0.406244782,0.403683497,0.369041518,0.50593056,0.434300628,0.54196574,0.384872583,0.450460735,0.392603088,0.461155777,0.410087225,0.495098805,0.496936268,0.457782054,0.526078966,0.48345453,0.483302809,0.502639414,0.531013746,0.319987422,0.512446493,0.308416403,0.478620919,0.51520058,0.451234291,0.387722969,0.484017644,0.489626122,0.466679736,0.548581123,0.501022845,0.54107143,0.420813154,0.440366753,0.492239611,0.447235433,0.322229624,2021,0
라이프안전유리(주),2020,-0.023124478,-0.154306739,-0.24623794,-0.06151628,-0.334277058,0.149528079,-0.078923154,-0.174082279,0.322677663,-0.213425545,-0.215314569,2,-0.47602311,-0.446310052,-0.748172227,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,1,0.29310816,0.56556921,0.810828105,0.600574788,0.412218706,0.713166776,0.426554153,0.357543609,0.722068767,0.535110824,0.312037017,0.60859348,0.567502285,0.531876227,0.421339021,0.45205967,0.474973632,0.369558802,0.465324639,0.589581694,0.33916028,0.447618438,0.379164694,0.541193997,0.34687858,0.426039185,0.413043438,0.348105468,0.456472129,0.480711765,0.374354062,0.476680527,0.442591658,0.470833298,0.424572204,0.440564039,0.321859575,0.581979381,0.606016509,0.424643683,0.448322506,0.385650048,0.38118127,0.537223503,0.494165826,0.420686877,0.466501053,0.678585428,0.438783397,0.526728014,2021,0
메타솔 주식회사,2020,-1.105575987,-0.130492995,-0.050976914,0.180689976,-0.298519609,0.14201476,0.710391257,-0.146054931,0.190142377,-0.014163228,0.684848102,1,-0.417576893,-0.351696057,-0.463095974,-0.884358544,-0.449195011,-0.650272248,-0.441838218,-0.575997932,0,0.297266085,0.321513618,0.594631563,0.51013746,0.502594543,0.651005362,0.387789909,0.288817615,0.625143805,0.473637185,0.366438623,0.439119624,0.471017343,0.624443024,0.323484748,0.273860413,0.395977689,0.423325333,0.295653146,0.447490045,0.307897105,0.617812523,0.579690943,0.320616068,0.378400938,0.437899395,0.463402995,0.534294856,0.473607415,0.280783563,0.428601176,0.641195944,0.399355058,0.510708344,0.435787447,0.443101399,0.403923825,0.555855524,0.403084254,0.275198841,0.54651883,0.516896338,0.604915468,0.40138102,0.492021647,0.413653368,0.445173438,0.541954193,0.211858642,0.541974854,2021,0
모원,2020,-0.940757255,1.799596,1.327239674,0.627747187,0.033004717,0.124835093,1.460120892,-0.146054931,0.190142377,-0.331274907,1.425456694,2,-0.242238245,-0.446310052,0.392132786,0.799191538,-0.333174129,-0.184623885,-0.3844513,-0.379261796,0,0.375779894,0.536729027,0.298438965,0.445117461,0.451969275,0.465900692,0.49560983,0.359663714,0.442190533,0.465990285,0.431664198,0.317683711,0.468334696,0.37294528,0.415157054,0.494389355,0.526060975,0.47422588,0.497517838,0.436674049,0.479894445,0.497876622,0.543953916,0.43552759,0.44548015,0.46322702,0.419236961,0.429441706,0.419200393,0.449505225,0.380907231,0.458969677,0.41490203,0.468162609,0.382281402,0.407360707,0.422097507,0.444018431,0.378312981,0.433639805,0.473999053,0.4498499,0.497425599,0.475670629,0.469466534,0.425692615,0.475268304,0.473408486,0.458228903,0.455874816,2021,0
부영테크,2020,-1.473835943,-0.857688549,-0.848362096,-0.428368821,8.570860635,0.080929223,1.475189547,-0.281249421,0.154816375,0.532048389,1.521332825,1,-0.417576893,-0.446310052,-0.463095974,-0.884358544,-0.371847757,0.591456718,-0.390827624,0.123508331,0,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,0.45039328,2021,0
블루모션테크,2020,-0.767897583,0.119151983,-0.920833888,-1.722640692,0.108749792,0.148283461,-0.028888545,-0.146054931,0.190142377,-0.039384116,-0.045437787,2,-0.359130677,-0.446310052,-0.17801972,0.238008177,-0.449195011,-0.650272248,-0.441838218,-0.575997932,0,0.302314146,0.362711582,0.471182508,0.216326622,0.592741293,0.59250505,0.587508853,0.623202301,0.24279935,0.455238126,0.396892201,0.402823347,0.436415661,0.340868045,0.266791043,0.334076926,0.599557544,0.415482647,0.53583726,0.582765364,0.44319693,0.378117774,0.443917796,0.495078383,0.410087787,0.474159999,0.542022069,0.324988441,0.415970495,0.43255105,0.515055415,0.629545986,0.41213612,0.414312232,0.336405154,0.3884991,0.35939731,0.550789936,0.435360948,0.433820775,0.418856993,0.51131876,0.411135544,0.428854741,0.421803781,0.399820655,0.495434852,0.479742959,0.384749882,0.353954013,2021,0
블루테크코리아 주식회사,2020,-1.539627416,-0.637348256,-0.711498522,-0.386979423,1.018734827,0.152056539,1.589600822,-0.281249421,0.154816375,-0.124306004,1.639454345,2,-0.066899596,0.026759924,0.107056533,-0.884358544,-0.062458738,0.236677014,0.004504476,0.298384896,0,0.300310712,0.535899131,0.440839258,0.356753591,0.504013591,0.648946843,0.313639482,0.325626057,0.340599291,0.493259231,0.378646589,0.305657105,0.473311943,0.480775367,0.524548906,0.458648586,0.411837126,0.476869889,0.527644765,0.430265101,0.503021988,0.458092898,0.431034258,0.470439332,0.414639864,0.458024444,0.400596446,0.446419499,0.534220172,0.408221261,0.46117985,0.378768119,0.390403034,0.429778781,0.417000449,0.495370928,0.457289455,0.383895601,0.491169143,0.412263419,0.435517717,0.503351365,0.441657739,0.425042672,0.501735571,0.435703856,0.450553392,0.490229715,0.507467865,0.43816181,2021,0
삼밀,2020,-0.33395331,0.085014146,-0.510411571,-0.687712411,-0.207005605,0.159637534,-0.09424502,-0.146054931,0.190142377,-0.239860153,-0.10999915,2,-0.242238245,-0.162468066,0.392132786,1.360374898,0.092235771,1.522753443,0.336073335,2.090869694,0,0.539956909,0.605954061,0.334236306,0.46197897,0.503309911,0.568875144,0.498332816,0.472494257,0.430091936,0.504606368,0.406967939,0.439719097,0.515379153,0.415676587,0.410824878,0.45254476,0.467176979,0.394969369,0.409584926,0.384263526,0.440778944,0.468677992,0.399071767,0.423979748,0.463856413,0.473316631,0.476047084,0.478739323,0.472844829,0.477329047,0.46595996,0.453799097,0.450552979,0.492303696,0.366712907,0.421949826,0.473433194,0.459320184,0.419886263,0.424524278,0.492723808,0.418807125,0.457708666,0.4500433,0.504253593,0.417233168,0.440302088,0.460634166,0.407575383,0.451328058,2021,0
삼보에스티,2020,-0.95754996,-0.474150655,-0.193371487,0.227346699,-0.295939926,0.171476734,0.111918521,-0.281249421,0.154816375,0.029855851,0.11385227,2,-0.359130677,-0.351696057,-0.463095974,1.360374898,-0.333174129,0.281024477,-0.352569679,0.036070047,0,0.367927846,0.552950954,0.499549832,0.416992471,0.352400137,0.65400285,0.450905146,0.592568826,0.704363173,0.57935213,0.328202898,0.435186826,0.346525516,0.517325141,0.472707231,0.380003687,0.57282184,0.328777439,0.557817432,0.74656904,0.259525994,0.636051187,0.182796177,0.36240935,0.521435089,0.749495635,0.511153634,0.490467266,0.32180041,0.530224118,0.46039552,0.391942696,0.446978838,0.438070497,0.442487747,0.272975226,0.376237995,0.499921021,0.559415939,0.612340398,0.357080954,0.311616599,0.467435011,0.485591061,0.506771646,0.431460338,0.373388551,0.395215769,0.404661492,0.287055313,2021,0
