model,groupkfold_pr_auc,groupkfold_top20_precision,groupkfold_top50_precision,groupkfold_f1_score,groupkfold_brier_score,groupkfold_roc_auc,holdout_pr_auc,holdout_top20_precision,holdout_top50_precision,holdout_f1_score,holdout_brier_score,holdout_roc_auc,rolling_pr_auc,rolling_top20_precision,rolling_top50_precision,rolling_f1_score,rolling_brier_score,rolling_roc_auc
Ensemble,0.48933090377539834,0.64,0.5640000000000001,0.41733647080076863,0.19223715651603096,0.6851964569960522,0.3887401081937475,0.45,0.36,0.3582089552238806,0.21025101862966658,0.6090343698854337,0.3833055968261071,0.4,0.4,0.22021660649819494,0.2022988144126337,0.6140999486959544
