model,metric,groupkfold,holdout,rolling
LGBM,pr_auc,0.48933090377539834,0.3887401081937475,0.3833055968261071
LGBM,top-20-precision,0.64,0.45,0.4
LGBM,top-50-precision,0.5640000000000001,0.36,0.4
LGBM,f1_score,0.41733647080076863,0.3582089552238806,0.22021660649819494
LGBM,brier_score,0.19223715651603096,0.21025101862966658,0.2022988144126337
LGBM,roc_auc,0.6851964569960522,0.6090343698854337,0.6140999486959544
