기업명,연도,bsnsr_reg_no,crno,dart_corp_code,sectors,field,매출액,영업이익,당기순이익,자산,부채,자본,연구개발비,CAPEX,유형자산_당기,유형자산_전기,유형자산_증감,종업원_합계
(주)글로벌엔지니어링,2019,124-86-91005,1.10E+12,1560138,반도체,장비,,,,,,,,,,,,
(주)글로벌엔지니어링,2020,124-86-91005,1.10E+12,1560138,반도체,장비,,,,,,,,,,,,
(주)글로벌엔지니어링,2021,124-86-91005,1.10E+12,1560138,반도체,장비,"15,794,000,000","1,415,497,596","1,443,678,390","16,234,384,521","3,267,351,149","12,967,033,372","325,925,086","4,632,441,907","5,975,457,852","1,343,015,945","4,632,441,907",33
(주)글로벌엔지니어링,2022,124-86-91005,1.10E+12,1560138,반도체,장비,"20,503,000,000","4,445,112,901","3,744,631,014","21,557,009,702","5,046,968,849","16,510,040,853","311,858,151","565,482,231","6,540,940,083","5,975,457,852","565,482,231",33
(주)글로벌엔지니어링,2023,124-86-91005,1.10E+12,1560138,반도체,장비,"20,256,000,000","1,678,303,493","1,868,749,783","20,634,627,520","4,255,836,884","16,378,790,636","263,816,257","458,598,567","6,999,538,650","6,540,940,083","458,598,567",36
(주)글로벌엔지니어링,2024,124-86-91005,1.10E+12,1560138,반도체,장비,"20,217,000,000","1,359,994,600","1,990,029,631","21,272,845,137","2,929,024,870","18,343,820,267","260,700,078","1,110,552,170","8,110,090,820","6,999,538,650","1,110,552,170",33
(주)기연,2019,136-81-35001,1.10E+12,843496,반도체,소재,"20,485,064,993","608,216,299","291,609,767","16,697,244,136","11,731,910,686","4,965,333,450","624,411,328","412,308,723","7,285,849,431","7,698,158,154","412,308,723",40
(주)기연,2020,136-81-35001,1.10E+12,843496,반도체,소재,"20,640,000,000","-1,496,458,035","-1,971,355,717","15,829,501,211","12,827,251,385","3,002,249,826","383,442,576","535,107,375","6,750,742,056","7,285,849,431","535,107,375",39
(주)기연,2021,136-81-35001,1.10E+12,843496,반도체,소재,"22,635,381,326","804,047,884","100,255,261","16,141,505,084","13,038,964,088","3,102,540,996","185,346,380","889,666,505","7,640,408,561","6,750,742,056","889,666,505",42
(주)기연,2022,136-81-35001,1.10E+12,843496,반도체,소재,,,,,,,,,,,,
