accuracy,roc_auc,f1,avg_precision,brier,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,eval_metric,random_state
0.7525035765379112,0.5357450363711517,0.05446783637325603,0.2730894747176582,0.18698223785525814,200,4,0.03,0.8,0.8,logloss,42
0.7517882689556509,0.5455731829938241,0.0840694789081886,0.28209251871105256,0.18919910482462646,200,4,0.05,0.8,0.8,logloss,42
0.751788268955651,0.5479760418514407,0.06959690948675999,0.2843184579390003,0.18881603638234826,200,6,0.03,0.8,0.8,logloss,42
0.7453505007153076,0.5463546808751866,0.11840670378235664,0.2795970104320817,0.19327147325991564,200,6,0.05,0.8,0.8,logloss,42
0.7489270386266095,0.5506022891491147,0.0971179092209557,0.28343658970090985,0.1911877889124035,400,4,0.03,0.8,0.8,logloss,42
0.7474964234620888,0.5533828535871614,0.12358135127013846,0.285074029301921,0.1950317221634256,400,4,0.05,0.8,0.8,logloss,42
0.7489270386266095,0.5515291406454499,0.12010654365840713,0.28567837989313377,0.1947787187310758,400,6,0.03,0.8,0.8,logloss,42
0.7396280400572245,0.5483024973455394,0.14156635627223862,0.28416712681360806,0.20067473814219428,400,6,0.05,0.8,0.8,logloss,42
