기업명,연도,revenue_t1,cagr_2y,growth_recent,growth_acceleration,growth_volatility,profitable_years,capex_intensity,capex_trend,capex_vs_industry,operating_margin,debt_ratio,rnd_intensity,growth_rate,target_year,target_top30,predicted_proba,predicted_target
(주)에스피에스글로벌,2023,646590270.0,2.2616265571977987,1.312000593563059,-2.2892991760980137,2.4808043787360794,1,9.861056429135564,0.0772690384722563,561794365.3881283,0.2364281015240145,1.4605626247951302,4.408031180240309,-0.9536027660917322,2024,0.0,0.62250036,1
(주)에이플러스테크,2023,1456289835.0,0.4700886546772764,0.2465764692831857,-0.4871002893143583,0.2663757066093891,0,5.747218030262499,0.8115230068402159,744406985.5439558,-0.0446822524171501,1.267308095664296,3.249262453994949,0.3125286938502869,2024,1.0,0.5412503,1
(주)에코세미텍,2023,3056660000.0,-0.0403074793454784,-0.0377706787414642,0.005066913241696,0.274647856439227,2,2.085957593909692,0.0772690384722563,561794365.3881283,0.0111713438851556,1.5794288254100044,0.9324524386094626,0.14828131391780563,2024,0.0,0.55392724,1
(주)엠텍마이크라텍글로벌,2023,4779591000.0,0.2463222205203772,0.4070035325287018,0.3030126459022981,0.6218478934300414,2,1.7511153563139608,0.8115230068402159,744406985.5439558,0.0861889647043021,0.2627463280184872,0.9900152299642376,-0.13545594173225284,2024,0.0,0.5386093,0
(주)엠티에스앤,2023,1976191448.0,0.0390974147301848,-0.4154511097070676,-1.2625565532874612,0.352240741002484,2,3.226440001778613,0.0772690384722563,561794365.3881283,0.0745065044932832,3.3936732078755774,1.442264145958393,-0.14863345871538247,2024,0.0,0.5429944,1
(주)엠피에스티,2023,550757798.0,-0.5104527247232544,-0.3786229893277721,0.2356908159550838,3.0728695955930667,2,93.27391570041829,0.5773389363556416,4253116979.409088,0.2726212330451651,1.7069292384374322,13.05241091475204,0.1813116243884758,2024,0.0,0.5685553,1
(주)영성멀티텍,2023,5888234000.0,-0.170954918916342,-0.1388952910207662,0.0629256497986571,0.2484171225075971,2,1.0828481237328544,0.0772690384722563,561794365.3881283,0.0501805804592684,0.4749997877996093,0.484048370190451,0.24929821963597232,2024,1.0,0.57656765,1
(주)온테스트,2023,3815752000.0,0.0801228835958582,0.8610256107618752,1.234131796447403,0.493383805519014,2,2.1934379375284347,0.8115230068402159,744406985.5439558,0.0900960020462545,1.3341762122346292,1.2400878995804758,0.4471590396860172,2024,1.0,0.54067755,1
(주)워너이엔지,2023,16055661000.0,1.2178849805083911,0.3828758015913742,-2.174214271938037,2.989128143623021,2,0.5212874883818237,0.8115230068402159,744406985.5439558,0.2164967857754346,0.9969175605634152,0.2947164793153019,-0.590154089576256,2024,0.0,0.58776164,1
(주)원텍코리아,2023,1206722000.0,0.0168812370767426,-0.0332906612148896,-0.1029477016839942,0.2843801367926457,2,6.935827139142238,0.8115230068402159,744406985.5439558,0.0329926859707538,0.3527695037965129,3.921257657521782,-0.09648121108258567,2024,0.0,0.5445452,1
(주)월드큐텍,2023,20062679139.0,-0.1603616311476214,-0.3824397716317296,-0.5240168325636292,0.3419742034922543,1,0.3178071629828102,0.0772690384722563,561794365.3881283,0.014516044092729,1.7226080101213546,0.1420642802116838,-0.025764573436016458,2024,0.0,0.5643996,1
(주)웨이퍼펩,2023,1820827604.0,-0.0710481868847838,-0.0291257310572947,0.0820346954829895,0.2764064664697104,1,3.501739058103603,0.0772690384722563,561794365.3881283,-0.0022709618367582,1.7650553807063023,1.565326703493891,-0.1235576468116858,2024,0.0,0.54603606,1
(주)이노윈테크,2023,2903202000.0,-0.0722510818417576,-0.1448594992636229,-0.1513818828983695,0.2540571017155215,2,2.19621753463934,0.0772690384722563,561794365.3881283,0.1220276784047407,2.3807063261417656,0.9817401858361904,0.004099924841605818,2024,0.0,0.55905807,1
(주)이큐테크플러스,2023,5131000000.0,0.3836734581562118,-0.0896025550035486,-1.192587629630414,0.8233379996231598,2,1.6311859670629507,0.8115230068402159,744406985.5439558,0.007795751315533,1.4460467429139732,0.922211631845644,-0.45841017228610403,2024,0.0,0.54245806,1
(주)인포비온,2023,2767822835.0,-0.0515725508358213,0.0846406290534571,0.2553202050960235,0.3337111378309472,2,3.0238984559139963,0.8115230068402159,744406985.5439558,0.132690906858567,2.2733638440337613,1.709599264506393,0.036181446201559275,2024,0.0,0.5553458,1
(주)저스트코퍼레이션,2023,3013967000.0,0.5914601402960931,0.0150169597922256,-1.480256989787606,0.5613225275245756,2,2.776943210393478,0.8115230068402159,744406985.5439558,0.1499532012128865,0.8239852664570155,1.5699799908227263,-0.2810926901323073,2024,0.0,0.5517627,1
(주)정성테크,2023,3311798871.0,-0.1188679534822131,-0.4037266340088747,-0.7058033788088076,0.3251873709451368,2,1.9252567524049984,0.0772690384722563,561794365.3881283,0.084915834854151,0.7884243641366054,0.8606168979517114,0.3953211472062248,2024,1.0,0.56802285,1
(주)제이더블유엠티,2023,4498000000.0,-0.1249300820774494,-0.0543009543192459,0.135983349392024,0.1664931826935052,1,11.42092850644731,0.5773389363556416,4253116979.409088,-0.1531791907514451,0.739782345828295,1.598203,0.21152045353490445,2024,1.0,0.5515029,1
(주)제이에이치텍,2023,1250410860.0,0.1138036240763749,0.3454613787003131,0.4234293288439138,0.1916992109949366,2,5.099174473740575,0.0772690384722563,561794365.3881283,0.2182008280062443,1.880849865934024,2.279402844437868,-0.1302745227276737,2024,0.0,0.5372394,0
(주)제이피코리아,2023,5594449515.0,0.0120165509626217,-0.0052305292524318,-0.0347931862694518,1.3293550251431168,2,1.1397123384355,0.0772690384722563,561794365.3881283,0.0028562740546957,4.476982132660116,0.5094674754608095,-0.00039538152843621166,2024,0.0,0.5472055,1
(주)제이하라,2023,2854086254.0,-0.2259469331506274,-0.347100781808316,-0.2647893524247585,0.6227890113285167,2,2.932502542720981,0.8115230068402159,744406985.5439558,0.0485544667074381,1.38275105305523,1.6579274282156995,-0.07904624945508043,2024,0.0,0.5863859,1
(주)주온테크,2023,4368000000.0,-0.0759913284933162,-0.4040927694406548,-0.8368527381662216,0.3021257839138838,2,1.4597214146062272,0.0772690384722563,561794365.3881283,0.0556318681318681,2.341950113378685,0.6525160418956044,0.46373420329670334,2024,1.0,0.5603757,1
(주)준성테크,2023,1884750000.0,-0.0357077438269897,-0.1312826734046898,-0.2016648643062503,0.1604075738785469,2,3.382975534686298,0.0772690384722563,561794365.3881283,0.0715442366361586,0.2001393631016261,1.5122377349781138,0.07405328558164204,2024,0.0,0.55340195,1
(주)지성기공,2023,1601052000.0,0.0299054070065349,-0.0896870751703015,-0.254896442685031,0.1807365381259852,2,3.982421020054314,0.0772690384722563,561794365.3881283,0.0325673369759383,2.9916444712790877,1.7801983139835558,0.01932979066263929,2024,0.0,0.54301214,1
(주)지티아이코리아,2023,2155999451.0,-0.0570938866691439,0.3358113079306071,0.6702442976213288,0.5073320562691078,2,2.95735842420676,0.0772690384722563,561794365.3881283,0.0419557305351094,1.107502218662637,1.3219808890387328,0.02848012274377898,2024,0.0,0.5560258,1
(주)케이어드밴텍,2023,3154000000.0,0.0919020776771655,-0.0295384615384615,-0.2580777698821712,0.1392535068016959,2,2.653650981927711,0.8115230068402159,744406985.5439558,0.0545339251743817,3.333333333333333,1.5002751689917564,-0.09780580691185792,2024,0.0,0.53850144,0
(주)케이원티에스,2023,6354141539.0,-0.3000608606855444,-0.4508563184685852,-0.3429995138123241,0.5976539551801832,0,1.0034499703642814,0.0772690384722563,561794365.3881283,-0.121080461503393,2.3315686660359995,0.4485562768009345,-0.4972244511092878,2024,0.0,0.60439974,1
(주)코아백,2023,3327617783.0,0.0335647585479874,0.4955585541573033,0.781272839871589,0.3330119932868414,2,2.515197280095795,0.8115230068402159,744406985.5439558,0.1044329092648078,1.0817261409669643,1.4219986162996172,-0.15495402916591516,2024,0.0,0.54451203,1
(주)크리셈,2023,5478124581.0,0.0275032542025708,0.0259707342109654,-0.0030673291494087,0.0658017529065257,2,1.163913497169151,0.0772690384722563,561794365.3881283,0.0325456196484407,1.291771811287399,0.52028573444376,-0.05800405746559267,2024,0.0,0.54506415,1
(주)템네스트,2023,7216523000.0,-0.0102135366188175,-0.0161007747372187,-0.0118097029874418,0.1146607660982445,2,0.8835367307774118,0.0772690384722563,561794365.3881283,0.0461086315390389,0.0544844000008167,0.3949533689562134,0.17467497851804814,2024,0.0,0.55048233,1
(주)한백정밀,2023,2334899000.0,0.1969494783866365,-0.0123100676818951,-0.4628544206525965,13.064325832851113,2,2.7307661440601927,0.0772690384722563,561794365.3881283,0.0547848108205108,6.942262790076202,1.2206909468032665,-0.12844195830312144,2024,0.0,0.5650352,1
HS하이테크,2023,15420000000.0,0.0518590232297986,-0.3286895951240749,-0.9768204697742866,0.7148592362183412,2,0.4134930699740596,0.0772690384722563,561794365.3881283,0.0937094682230869,0.7871205584751745,0.1848372289883268,0.6071335927367056,2024,1.0,0.54373443,1
㈜인시스템스,2023,2171466758.0,0.1101294926051972,0.2987241375598086,0.3498024576506146,0.681442409352956,2,3.854360268774605,0.8115230068402159,744406985.5439558,0.0522538775148037,1.2694823640366115,2.179111361280162,0.09027151591330052,2024,0.0,0.5382535,0
내일테크,2023,67325000.0,-0.3784185444072755,-0.6731209003558891,-0.8550976812434492,0.4885774324441422,0,124.316601515039,0.8115230068402159,744406985.5439558,-30.678782027478647,0.4133247552035174,70.28396409951726,1.2734051243965836,2024,1.0,0.49659717,0
넥스트랩,2023,1648861005.0,-0.0468655048924672,-0.2579617181276917,-0.482245408009102,0.2315304182759951,2,3.866950045919729,0.0772690384722563,561794365.3881283,0.0085821563837638,0.9562380344156964,1.728581161393892,-0.024871717431391382,2024,0.0,0.5547067,1
뉴브이테크,2023,604904085.0,0.0379823077479888,0.4037348497880535,0.6362058030022482,0.2022772941207673,2,10.54061841721568,0.0772690384722563,561794365.3881283,0.0906919334161878,1.8180025585374928,4.711804964914396,0.05392793470720236,2024,0.0,0.5395945,0
대건정밀,2023,2829584000.0,-0.057945298777689,0.3629003501114087,0.7117397131488366,0.2822401214394756,2,2.2533570796979343,0.0772690384722563,561794365.3881283,0.1057420454738223,0.3146901436874154,1.0072823676554574,-0.30146760407183526,2024,0.0,0.5567407,1
동신정밀,2023,682532000.0,-0.0669060800952174,-0.2697662077554147,-0.4620751266388226,0.1887450985477339,2,9.34177905065257,0.0772690384722563,561794365.3881283,0.1780737020388787,1.752274544885842,4.175906874695985,-0.1999334829722269,2024,0.0,0.5548103,1
두손산업(주),2023,2485443952.0,-0.024399711905605,0.0279048552920795,0.1019476353902306,0.0839294139271796,2,3.367452800641549,0.8115230068402159,744406985.5439558,0.0334214549208229,0.5537434253872019,1.903832061548737,-0.024355080287081,2024,0.0,0.55126935,1
라이프안전유리(주),2023,14223918000.0,0.0304891712007207,-0.1470279984996145,-0.3919785128119748,0.1166337825121795,2,3.611616463340129,0.5773389363556416,4253116979.409088,0.0670604962711399,0.3647775941677352,0.5053964100467958,-0.135348016840367,2024,0.0,0.5507513,1
메타솔 주식회사,2023,1610000000.0,0.2226582604770315,0.5391969407265775,0.5679805990366983,0.2270782175570044,1,5.198518755900621,0.8115230068402159,744406985.5439558,0.0385093167701863,5.01948051948052,2.9390483745341616,0.06826331677018627,2024,0.0,0.5151668,0
모원,2023,1434653305.0,0.9727696424646022,1.3680438284758822,0.7245691531212612,0.7067868136828593,0,5.833893922545977,0.8115230068402159,744406985.5439558,-0.076477013378504,0.5690038445556115,3.298265766724735,0.15314553783431317,2024,0.0,0.5526502,1
부영테크,2023,521915000.0,0.0517424791063665,-0.4311980897349409,-1.375921239207733,68.9941606547805,2,12.21666964735637,0.0772690384722563,561794365.3881283,0.0567506203117365,1.208948558481058,5.461023482751023,1.3668700842091144,2024,1.0,0.7325407,1
블루모션테크,2023,4820682000.0,0.1111931078860541,-0.2287072931088026,-0.829591253220782,0.5980142321577007,2,1.7361890282329346,0.8115230068402159,744406985.5439558,0.0676642848460031,3.120474767224524,0.981576441466166,0.3057660721034907,2024,1.0,0.538416,0
블루테크코리아 주식회사,2023,543494855.0,0.0972585040061695,0.4507881242853448,0.6209107600720603,1.646676253730022,2,11.731597972532786,0.0772690384722563,561794365.3881283,0.0350194281047977,1.8331106884694712,5.244189608749839,0.06142671212591333,2024,0.0,0.53614557,0
삼밀,2023,5758758836.0,-0.0235661745167751,-0.0177821666626767,0.0115339552933673,0.1942248842578081,2,1.4533713661837393,0.8115230068402159,744406985.5439558,0.0628417135195345,1.348492696504401,0.8216818966995895,0.019091520782691163,2024,0.0,0.551917,1
삼보에스티,2023,1723187000.0,-0.0405244100640634,-0.1050710703573669,-0.1337487420586591,0.0991534766998835,2,3.7001574054353936,0.0772690384722563,561794365.3881283,0.0802849603670408,1.1546266834348786,1.6540225007500635,0.11299399891015893,2024,0.0,0.553486,1
삼안하이테크 주식회사,2023,1422000000.0,2.1208534133145798,0.3846153846153846,-5.6496311907270815,2.1660899695165927,2,5.885805342475387,0.8115230068402159,744406985.5439558,0.0414908579465541,4.82051282051282,3.3276145450070325,0.35161744022503516,2024,1.0,0.63875157,1
서로테크,2023,2288500881.0,0.0041314345797469,-0.0276401419723535,-0.0645812801600151,0.0343311703455321,2,2.7861309523349926,0.0772690384722563,561794365.3881283,0.0570850040236449,2.816346547580975,1.2454397962715926,0.03356601373316237,2024,0.0,0.5467348,1
성광플랜트(주),2023,4115415196.0,0.0462985811141927,0.0763188356566115,0.0592031961502907,0.0859179417180261,2,2.0337231599705645,0.8115230068402159,744406985.5439558,0.0869887826501576,2.251878250296908,1.149791128632456,0.01318126371616768,2024,0.0,0.54269916,1
세미스타,2023,1466091000.0,-0.0227176151478963,-0.4126209741392987,-1.0386253387703157,0.3241271698557662,0,4.34902276802736,0.0772690384722563,561794365.3881283,-0.2999213554956684,2.34279170448991,1.9440744612715035,0.18426514247751324,2024,0.0,0.5632595,1
스토닉스,2023,2014836314.0,0.0003905979110996,-0.0458097809301383,-0.0946377068383315,0.327147482765063,2,3.1645563933388585,0.0772690384722563,561794365.3881283,0.0129045723562435,3.1949109856485904,1.414601300957096,-0.017105160732178493,2024,0.0,0.5470761,1
실리콘아츠,2023,427081249260.0,0.2652145235642527,-0.0027579563862377,-0.6079528044064101,0.2116496299782626,0,0.1202846917559847,0.5773389363556416,4253116979.409088,-0.0036196279459201,1.8530331602925043,0.0168322002112146,-0.23809720796263456,2024,0.0,0.52491105,0
심테크,2023,481285611.0,-0.1468296223918304,0.0625315486428934,0.3774698258566208,0.3651706689648333,2,13.247982057373411,0.0772690384722563,561794365.3881283,0.0795333127048338,0.8711515731510671,5.922034662698445,0.06629886967470555,2024,0.0,0.56447804,1
썸테크,2023,14938288963.0,-0.0323256143048966,-0.0659986033467887,-0.0685599700489765,0.076978497227972,2,3.438903648820788,0.5773389363556416,4253116979.409088,0.0332142965790077,1.9129437932382785,0.4812276099227576,0.02817510887910113,2024,0.0,0.5577738,1
씨에스비엔지니어링 주식회사,2023,2228000000.0,-0.0544837146756814,-0.0317253368100826,0.0449818416383648,0.0403676779098823,2,2.861787764362657,0.0772690384722563,561794365.3881283,0.0210951526032316,1.1090047393364928,1.2792594573608618,0.6593357271095153,2024,1.0,0.5556839,1
에스엠하이텍,2023,456318000.0,0.0972254226865618,-0.5893643832861102,-2.52116956332368,0.793630590403479,2,18.341628419216423,0.8115230068402159,744406985.5439558,0.0496057573884878,0.2399600869086053,10.36967177056351,-0.08827396683891497,2024,0.0,0.5342124,0
에스제이엠프리웰주식회사,2023,3175535158.0,-0.0257724264267527,-0.0676552752917074,-0.0856471617233842,0.0311875929463443,2,2.0078704286857088,0.0772690384722563,561794365.3881283,0.0998219472397981,0.4502459851262749,0.8975463753942793,0.07467138929406247,2024,0.0,0.55226445,1
에이엠피코리아,2023,2072718000.0,-0.1115129403163135,-0.186943238504405,-0.1578585455406156,0.3132535401570396,2,3.0761845745537983,0.0772690384722563,561794365.3881283,0.0262476612833969,8.041894917859953,1.375097852674604,0.3012035404719793,2024,1.0,0.56285256,1
에프씨정밀(주),2023,1910433000.0,-0.0404008763486328,-0.2124394004353275,-0.3816579705637276,0.1619752557061528,1,3.3374963366943518,0.0772690384722563,561794365.3881283,-0.017954568414595,0.4041779600718916,1.4919078926086389,0.03660909071398999,2024,0.0,0.5424393,1
