accuracy,roc_auc,f1,avg_precision,brier,n_estimators,max_depth,min_samples_leaf,random_state,n_jobs
0.6856223175965666,0.5887217660401645,0.06343100343755115,0.36338086804195824,0.2083376709639606,200,5,1,42,-1
0.6845493562231759,0.5914377456725061,0.04525288376220053,0.36304129784871764,0.2081591671183607,200,5,3,42,-1
0.674892703862661,0.5856307277763353,0.17882117882117882,0.3528240312749128,0.2158311168472259,200,10,1,42,-1
0.6877682403433476,0.5887810471954187,0.1785327988801934,0.3614217409362872,0.21049176486726665,200,10,3,42,-1
0.6877682403433476,0.5820852608210656,0.06383684297794728,0.3622134738588045,0.20840819021146473,400,5,1,42,-1
0.6899141630901288,0.5908622582003995,0.06997181230310065,0.3670136878390924,0.20763583727553309,400,5,3,42,-1
0.6781115879828326,0.5839940354863341,0.17124877810361683,0.35590564680664993,0.2150266957529812,400,10,1,42,-1
0.6909871244635193,0.5908446113778316,0.18054701407994822,0.36085490046637486,0.21040917536036804,400,10,3,42,-1
