pr_auc,top20_precision,top50_precision,f1,brier,C,penalty,solver,max_iter
0.33426400053868166,0.3833333333333333,0.3666666666666667,0.036472679576127855,0.21064652111834414,0.1,l2,lbfgs,1000
0.3320591686753647,0.39999999999999997,0.38000000000000006,0.03171664815500432,0.21103976408615668,1.0,l2,lbfgs,1000
0.32823125456638264,0.3833333333333333,0.37333333333333335,0.036069994790230146,0.211402009854842,5.0,l2,lbfgs,1000
