pr_auc,top20_precision,top50_precision,f1,brier,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,eval_metric,random_state
0.3625033919694147,0.375,0.4,0.20104342921601803,0.2202310776495454,200,4,0.03,0.8,0.8,logloss,42
0.35682663766944966,0.375,0.41000000000000003,0.24860502192108408,0.23062022752433645,200,4,0.05,0.8,0.8,logloss,42
0.3519302198583313,0.35,0.4,0.23280504693029697,0.2307862457890914,200,6,0.03,0.8,0.8,logloss,42
0.3519448590673506,0.375,0.4,0.257498223169865,0.24130223712902038,200,6,0.05,0.8,0.8,logloss,42
0.3569111345986897,0.375,0.44,0.2556875815099261,0.23523555486478226,400,4,0.03,0.8,0.8,logloss,42
0.3538889296840543,0.4,0.41000000000000003,0.267445719161847,0.24527405209043096,400,4,0.05,0.8,0.8,logloss,42
0.3491477279849894,0.35,0.43000000000000005,0.2530665403741416,0.24458115804102035,400,6,0.03,0.8,0.8,logloss,42
0.3519880362641278,0.375,0.42000000000000004,0.2701494214133243,0.2543098127704934,400,6,0.05,0.8,0.8,logloss,42
