accuracy,roc_auc,f1,avg_precision,brier,C,penalty,solver,max_iter
0.7017167381974249,0.5401262615033664,0.04790053952615529,0.3625996569924814,0.2084865911251842,0.1,l2,lbfgs,1000
0.7060085836909871,0.5785462427317276,0.09263157894736843,0.3913849912267452,0.20602404408919706,1.0,l2,lbfgs,1000
0.6952789699570816,0.5830423884734679,0.1439721203760845,0.3820812605895328,0.2082515262052272,5.0,l2,lbfgs,1000
