pr_auc,top20_precision,top50_precision,f1,brier,C,penalty,solver,max_iter
0.34955278810131246,0.43333333333333335,0.4000000000000001,0.04119295227669612,0.20982129875384395,0.1,l2,lbfgs,1000
0.369590442930574,0.4666666666666666,0.38000000000000006,0.07545301610189858,0.209043415403361,1.0,l2,lbfgs,1000
0.36405962412924914,0.45,0.3866666666666667,0.12212520443372954,0.21179692582451146,5.0,l2,lbfgs,1000
