pr_auc,top20_precision,top50_precision,f1,brier,C,penalty,solver,max_iter
0.3625996569924814,0.5,0.41000000000000003,0.04790053952615529,0.2084865911251842,0.1,l2,lbfgs,1000
0.3913849912267452,0.525,0.43000000000000005,0.09263157894736843,0.20602404408919706,1.0,l2,lbfgs,1000
0.3820812605895328,0.5,0.4,0.1439721203760845,0.2082515262052272,5.0,l2,lbfgs,1000
