pr_auc,top20_precision,top50_precision,f1,brier,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,eval_metric,random_state
0.34625120690692057,0.39999999999999997,0.36000000000000004,0.18901177068009448,0.2245769073423419,200,4,0.03,0.8,0.8,logloss,42
0.3442444834373582,0.3666666666666667,0.3866666666666667,0.2405334292482024,0.23469341936593122,200,4,0.05,0.8,0.8,logloss,42
0.34081597151500714,0.3666666666666667,0.38000000000000006,0.22640077562343422,0.23556325797131894,200,6,0.03,0.8,0.8,logloss,42
0.3395346001028954,0.35000000000000003,0.3866666666666667,0.24232600438666882,0.24842535138060604,200,6,0.05,0.8,0.8,logloss,42
0.34337619080773035,0.3833333333333333,0.3933333333333333,0.2434742606891571,0.23901066883735067,400,4,0.03,0.8,0.8,logloss,42
0.34305597147921746,0.4000000000000001,0.3866666666666667,0.2608659534473476,0.24981379966240924,400,4,0.05,0.8,0.8,logloss,42
0.33776668219286493,0.3499999999999999,0.4000000000000001,0.24002885637345875,0.2512613578680143,400,6,0.03,0.8,0.8,logloss,42
0.3397975664546716,0.35000000000000003,0.39333333333333337,0.24948121306891305,0.26269519923187407,400,6,0.05,0.8,0.8,logloss,42
