pr_auc,top20_precision,top50_precision,f1,brier,C,penalty,solver,max_iter
0.3334536591777277,0.39999999999999997,0.37333333333333335,0.036472679576127855,0.21063290534288068,0.1,l2,lbfgs,1000
0.3334430722886828,0.4166666666666667,0.4000000000000001,0.03181112146629388,0.21090681206182926,1.0,l2,lbfgs,1000
0.33200358126504154,0.4833333333333334,0.40666666666666673,0.03616446810151971,0.21123166217765751,5.0,l2,lbfgs,1000
