기업명,dart_corp_code,crno,연도,설립일,업종코드,주소,연구개발비,유형자산_당기,유형자산_전기,종업원_합계,정규직_수,계약직_수,자산,부채,자본,CAPEX,매출액,영업이익,당기순이익
(주)상아프론테크,00181299,1201110038209.0,2021,19860321,222,,0,,,508,474,34,319566575046,137966529163,181600045883,39899949661,178480531677,11966531891,9298652736
(주)선익시스템,00327819,1101110700555.0,2021,19900524,292,,0,,,169,166,3,102195349564,21950536773,80244812791,2592140948,46229294491,-7116042001,-10217216774
(주)성우,00132974,1101110029680.0,2021,19810407,13213,,0,,,0,0,0,,,,,,,
(주)세다,00621502,1101110032469.0,2021,20000306,42,,0,,,0,0,0,,,,,,,
(주)세미즈,01450187,1358110159971.0,2021,20081124,29271,,0,,,0,0,0,,,,,,,
(주)세코닉스,00351630,1158110006449.0,2021,19881224,273,,0,,,887,805,82,312042860009,213015382995,99027477014,23872177479,442672147913,10821080114,4133276906
(주)셀코스,01024308,1101114587395.0,2021,20070115,29272,,0,,,0,0,0,,,,,,,
(주)셈텍,01212578,1101117870630.0,2021,20001107,292,,0,,,0,0,0,,,,,,,
(주)솔리더스,00546308,1101112243535.0,2021,20010521,68122,,0,,,0,0,0,,,,,,,
(주)스카,00446071,1101110034176.0,2021,19991220,55101,,0,,,0,0,0,,,,,,,
(주)시트라,01828698,1101111067944.0,2021,20200201,31322,,0,,,0,0,0,,,,,,,
(주)신안시스템,01409776,1201110340290.0,2021,20110101,29271,,0,,,0,0,0,,,,,,,
(주)신일테크,01297320,1101114198035.0,2021,20170808,68112,,0,,,0,0,0,,,,,,,
(주)싸이맥스,00659161,1311110153525.0,2021,20051202,29271,,0,,,219,215,4,219878661455,69469994648,150408666807,3271496270,242256446340,32412226691,24158533098
(주)쎄미하우,00655174,1211110098608.0,2021,20020712,2612,,0,,,0,0,0,,,,,,,
(주)쎌텍,01828795,1101111884728.0,2021,20160429,26224,,0,,,0,0,0,,,,,,,
(주)쏘닉스,00561723,1341110078407.0,2021,20001024,26129,,0,,,0,0,0,,,,,,,
(주)씨앤아이테크놀로지,01174922,1341110234017.0,2021,20100321,29271,,0,,,0,0,0,,,,,,,
(주)씨에스케이,00594299,1101111622524.0,2021,19970725,29271,,0,,,0,0,0,,,,,,,
(주)씨에스피,00451879,1101111631575.0,2021,19980512,13211,,0,,,0,0,0,,,,,,,
(주)씨엠티엑스,01529982,2841110111983.0,2021,20130118,26299,,0,,,0,0,0,,,,,,,
(주)씨티에스,01225633,1101110174815.0,2021,20030605,29272,,0,,,0,0,0,,,,,,,
(주)아론,00818010,1101110917819.0,2021,20000711,29271,,0,,,0,0,0,,,,,,,
(주)아센디아,01011386,1345110118859.0,2021,20071017,29271,,0,,,0,0,0,,,,,,,
(주)아이비스,01745191,1101110949416.0,2021,20100222,58221,,0,,,0,0,0,,,,,,,
(주)아이엔에스,00415725,1101110175467.0,2021,19990920,58221,,0,,,0,0,0,,,,,,,
(주)아이컴포넌트,00407285,1301110060490.0,2021,20000512,26211,,0,,,96,96,0,,,,,,,
(주)알파플러스,01130566,1101113235375.0,2021,20000510,29272,,0,,,0,0,0,,,,,,,
(주)애플티,01376025,1311110119204.0,2021,20040626,29271,,0,,,0,0,0,,,,,,,
(주)앤피에스,01471870,1101112244575.0,2021,20180501,26299,,0,,,0,0,0,,,,,,,
(주)에스아이,00247665,1101110088420.0,2021,19840516,68112,,0,,,0,0,0,,,,,,,
(주)에스앤에스텍,00411048,1101115817402.0,2021,20010222,2629,,0,,,218,218,0,197438760724,23013583392,174425177332,14102896982,98842798689,12610883776,11499406880
(주)에스에스피,00859053,1101111503451.0,2021,19960620,29271,,0,,,0,0,0,,,,,,,
(주)에스에이엠,00416432,1101110707674.0,2021,20000515,68112,,0,,,0,0,0,,,,,,,
(주)에스엔에프,00968847,1101110506216.0,2021,20060501,3399,,0,,,0,0,0,,,,,,,
(주)에스엠랩,01475274,2301110296432.0,2021,20180706,28202,,0,,,0,0,0,,,,,,,
(주)에스엠아이,00511959,1101110651904.0,2021,19890928,46741,,0,,,0,0,0,,,,,,,
(주)에스엠티,00960119,1101110838461.0,2021,20030701,4791,,0,,,0,0,0,,,,,,,
(주)에스와이텍,01412770,1101113267500.0,2021,20181204,29299,,0,,,0,0,0,,,,,,,
(주)에스이아이,00281739,1101111743990.0,2021,19990729,64201,,0,,,0,0,0,,,,,,,
(주)에스피반도체통신,00263168,1211110066499.0,2021,19990330,2612,,0,,,340,303,37,,,,,,,
(주)에이씨에스,00489924,1101111583536.0,2021,20031213,30,,0,,,0,0,0,,,,,,,
(주)에이알케이,01382965,1101112046369.0,2021,20170901,71531,,0,,,0,0,0,,,,,,,
(주)에이앤아이,00611310,1101111183021.0,2021,20000131,29271,,0,,,0,0,0,,,,,,,
(주)에이엠에스티,00552628,1101111604043.0,2021,19981105,2612,,0,,,0,0,0,,,,,,,
(주)에이치앤이루자,00975546,1601110225361.0,2021,20070525,29272,,0,,,0,0,0,,,,,,,
(주)에이치에스테크놀로지,01279838,1101110162802.0,2021,20110610,261,,0,,,0,0,0,,,,,,,
(주)에이티에스,01402287,1101110514441.0,2021,20161117,28202,,0,,,0,0,0,,,,,,,
(주)에코앤드림,00619640,1101113085598.0,2021,20040916,204,,0,,,88,80,8,120195165706,48577920291,71617245415,26283694968,77443553598,7639012152,10029196032
(주)에코파워팩,01860755,1101116241725.0,2021,20161129,28202,,0,,,0,0,0,,,,,,,
(주)에프에스티,00223434,1101110546006.0,2021,19870929,2629,,0,,,604,570,34,345876770003,137183124822,208693645181,83338509569,213658265007,22636438454,28215983271
(주)에프테크놀로지,00584274,1101111957195.0,2021,20040726,26211,,0,,,0,0,0,,,,,,,
(주)엑시콘,00611736,1311110058402.0,2021,20010308,29271,,0,,,160,160,0,153479515100,20942704410,132536810690,24814304450,66186071338,6280543174,34025754657
(주)엔씨켐,00863533,1101114636639.0,2021,20080306,20499,,0,,,0,0,0,,,,,,,
(주)엔지온,00962269,1244110089476.0,2021,20030801,2612,,0,,,0,0,0,,,,,,,
(주)엔켐,01011526,1101111722803.0,2021,20120216,20119,,0,,,0,0,0,407420790290,190817469808,216603320482,53418909290,214329713630,-25966629584,-19466739944
(주)엔티에스,01461262,1101110800254.0,2021,20120327,72129,,0,,,0,0,0,,,,,,,
(주)엘앤에프,00398701,1101110665608.0,2021,20000727,28202,,0,,,1021,1021,0,1532199428137,897009072581,635190355556,179350392678,970760874482,44252213145,-112263172018
(주)엘에이티,01361245,1201110376633.0,2021,20170919,29272,,0,,,63,60,3,,,,,,,
(주)엘케이엔지니어링,01284441,1311110326700.0,2021,20110303,29271,,0,,,0,0,0,,,,,,,
(주)엘콤,01208973,1101111172793.0,2021,20070201,28202,,0,,,0,0,0,,,,,,,
(주)엠에스텍,01156661,1101111507560.0,2021,19991101,27214,,0,,,0,0,0,,,,,,,
(주)엠엑스앤,01230219,1358110210848.0,2021,20120326,29271,,0,,,0,0,0,,,,,,,
(주)엠케이테크,01736829,1101111889695.0,2021,20010522,29293,,0,,,0,0,0,,,,,,,
(주)엠플러스,00784713,1101110663769.0,2021,20071004,46522,,0,,,0,0,0,,,,,,,
(주)영상테크,01652518,1101112190819.0,2021,20010312,42321,,0,,,0,0,0,,,,,,,
(주)예리코코리아,01817498,1311110239903.0,2021,20090923,29271,,0,,,0,0,0,,,,,,,
(주)예스히팅테크닉스,01545865,1313110095096.0,2021,20100113,29271,,0,,,0,0,0,,,,,,,
(주)예승이엔지,01636097,1314110249485.0,2021,20101101,29271,,0,,,0,0,0,,,,,,,
(주)온새미로,01247422,1101113469130.0,2021,20120110,17105,,0,,,0,0,0,,,,,,,
(주)와이에이치이코퍼레이션,01516438,1244110268020.0,2021,20200601,29271,,0,,,0,0,0,,,,,,,
(주)와이컴,01285884,1101112140905.0,2021,20070829,26129,,0,,,0,0,0,,,,,,,
(주)울텍,00469513,1101112078388.0,2021,20001110,46413,,0,,,0,0,0,,,,,,,
(주)원익피앤이,00785475,1342110063894.0,2021,20040316,281,,0,,,402,384,18,393772170221,236572557863,157199612358,3105874968,176418328593,14957054561,19464435594
(주)웨이브피아,01834149,1101113182378.0,2021,20140917,26129,,0,,,0,0,0,,,,,,,
(주)위드텍,01327454,1101112788630.0,2021,20110101,30331,,0,,,0,0,0,,,,,,,
(주)위지트,00258360,1101111373755.0,2021,19970204,29272,,0,21941576899,24308374241,126,126,0,156536901672,30402538017,126134363655,-2366797342,31161255660,95114655,10131211564
(주)윌비에스엔티,00622990,1243110027098.0,2021,19870103,22249,,0,,,0,0,0,,,,,,,
(주)유니젯,01634309,1101114269745.0,2021,20020919,29272,,0,,,0,0,0,,,,,,,
(주)유에스티,00390620,1101111338999.0,2021,19971013,26,,0,,,0,0,0,,,,,,,
(주)유진테크,00531014,1101114496794.0,2021,20000105,29271,,0,,,297,297,0,382891842028,72151255240,310740586788,14713619411,324575857261,73911986136,63193771953
(주)은일,00534844,1101111908106.0,2021,19941104,292,,0,,,0,0,0,,,,,,,
(주)이노맥스,00926984,1101115065150.0,2021,20050805,29271,,0,,,0,0,0,,,,,,,
(주)이노하이텍,00656544,1211110254812.0,2021,20030114,2629,,0,,,0,0,0,,,,,,,
(주)이솔루션,00967635,1101110718887.0,2021,20061123,22299,,0,,,0,0,0,,,,,,,
(주)이엔에프테크놀로지,00530185,1101111957195.0,2021,20000501,2049,,0,,,535,477,58,582802440834,236554070163,346248370671,65313661208,521795722530,26004269421,18036326458
(주)이엠앤아이,00475718,1101114895350.0,2021,19990930,201,,0,873425531,2744933240,28,28,0,17481556272,10572756324,6908799948,-1871507709,24904595015,-1054654651,-1690899307
(주)정수이앤씨,01220586,1615110097430.0,2021,20080401,29271,,0,,,0,0,0,,,,,,,
(주)제우스,00442570,1101110338792.0,2021,19881212,29271,,0,,,670,640,30,533505606129,278917540607,254588065522,18665318738,400762249538,24914149736,16258183010
(주)제이디아이,01953231,1101112402652.0,2021,20240418,68112,,0,,,0,0,0,,,,,,,
(주)제이솔루션,01401385,1101112324468.0,2021,20090804,29271,,0,,,0,0,0,,,,,,,
(주)제이에스티,01372995,1101110569074.0,2021,20090105,29271,,0,,,0,0,0,,,,,,,
(주)제이오션,01304143,1101114595900.0,2021,20171017,68121,,0,,,0,0,0,,,,,,,
(주)제이이티,01823329,1101111817654.0,2021,20150827,71511,,0,,,0,0,0,,,,,,,
(주)제이지,00679721,1101111272634.0,2021,20080520,64999,,0,,,0,0,0,,,,,,,
(주)제일하이텍,01213160,1246110289014.0,2021,20020611,20202,,0,,,0,0,0,,,,,,,
(주)준테크,01142978,1101111693814.0,2021,20071119,29172,,0,,,0,0,0,,,,,,,
(주)지앤비에스 에코,00958327,1348110105579.0,2021,20050404,29271,,0,,,0,87,0,,,,,,,
(주)지에스엠,01060887,1101110734651.0,2021,20080305,07121,,0,,,0,0,0,,,,,,,
(주)진솔루션,01837100,1101111196496.0,2021,20090811,29271,,0,,,0,0,0,,,,,,,
(주)케이엔제이,00769158,1101110883713.0,2021,20050428,261,,0,,,151,150,0,93732842746,50002277549,43730565197,25804536072,,4392605776,5523484872
(주)케이제이,01147308,1101110561773.0,2021,20150415,68122,,0,,,0,0,0,,,,,,,
(주)코스텍시스,00332839,1101111361859.0,2021,19970108,2612,,0,,,0,0,0,,,,,,,
(주)코윈디에스티,00815934,1201110382531.0,2021,20050830,29272,,0,,,0,0,0,,,,,,,
(주)큐에스아이,00411446,1101116641149.0,2021,20000707,2612,,0,,,123,123,0,80842475367,6946437510,73896037857,2760634261,29379599348,2705150295,1558611923
(주)큐엠씨,00816696,1101110953582.0,2021,20030729,2927,,0,,,78,78,0,,,,,,,
(주)탑텍,01152319,1101111540750.0,2021,20000309,25112,,0,,,0,0,0,,,,,,,
(주)태산에프에이,01371190,1355110258745.0,2021,20131128,29272,,0,,,0,0,0,,,,,,,
(주)테스,00837477,1101110542004.0,2021,19980409,4643,,0,,,0,0,0,,,,,,,
(주)텔레칩스,00423177,1101111799513.0,2021,19991029,2611,,0,39573966440,25011755686,303,301,2,207258706858,100981979393,106276727465,14562210754,136412498512,8077364494,7031402158
(주)토르,01913057,1101111206584.0,2021,20031126,29171,,0,,,0,0,0,,,,,,,
(주)토마스엔지니어링,01303621,1501110031728.0,2021,19980501,28,,0,,,0,0,0,,,,,,,
(주)트리엔,01679931,1101111740368.0,2021,20030307,29272,,0,,,0,0,0,,,,,,,
(주)티에스,01154575,1101110118459.0,2021,20040401,30121,,0,,,0,0,0,,,,,,,
(주)티에스시,01560396,1101111577810.0,2021,20120614,29271,,0,,,0,0,0,,,,,,,
(주)티에스코퍼레이션,01755444,1101111896335.0,2021,20130313,29271,,0,,,0,0,0,,,,,,,
(주)티엠씨,01452219,1101111247356.0,2021,20070727,72129,,0,,,0,0,0,,,,,,,
(주)티오피,00348858,1101110613144.0,2021,20000502,27,,0,,,0,0,0,,,,,,,
(주)티제이엠,01789034,1101111658959.0,2021,20220525,71531,,0,,,0,0,0,,,,,,,
(주)티티에스,01005507,1101111222043.0,2021,20010420,291,,0,,,0,0,0,,,,,,,
(주)파크시스템,01657054,1101111397648.0,2021,20000516,29271,,0,,,0,0,0,,,,,,,
(주)풍산디에이케이,01497887,1311110300895.0,2021,20120102,28202,,0,,,0,0,0,,,,,,,
(주)풍산시스템,01014082,1301110059154.0,2021,20000401,30,,0,,,0,0,0,,,,,,,
(주)프로텍,00325112,1101110589311.0,2021,19970901,29271,,0,,,243,219,24,285629155448,34564151711,251065003737,3949512182,173996810089,50332600007,47074768147
(주)플라스텍,01766246,1101112587751.0,2021,20020813,46800,,0,,,0,0,0,,,,,,,
(주)피앤엠,01384918,1101112347048.0,2021,20081112,29120,,0,,,0,0,0,,,,,,,
(주)피엔피,01012853,1101110363575.0,2021,20120727,29271,,0,,,0,0,0,,,,,,,
(주)피제이피테크,01369487,1358110106625.0,2021,20040727,261,,0,,,0,0,0,,,,,,,
(주)피토,00976101,1101112028656.0,2021,20031202,29271,,0,,,0,0,0,,,,,,,
(주)필옵틱스,00938721,1351110088083.0,2021,20080205,2927,,0,,,302,297,5,277020513352,178548438661,98472074691,22547158324,230791827975,-10525310027,-3134612930
(주)하이원텍,01287970,1314110250888.0,2021,20111021,34019,,0,,,0,0,0,,,,,,,
(주)한도금속,01383991,1355110200100.0,2021,20090422,25924,,0,,,0,0,0,,,,,,,
(주)한올테크,00382597,1101110993405.0,2021,19931230,58221,,0,,,0,0,0,,,,,,,
(주)한일하이테크,00909455,1101110695382.0,2021,19980924,2224,,0,,,0,0,0,,,,,,,
(주)현명,01151338,1101111731309.0,2021,20150821,68112,,0,,,0,0,0,,,,,,,
(주)화인세라텍,01656338,1348110571184.0,2021,20200721,26299,,0,,,0,0,0,,,,,,,
H테크,01478332,1647110046109.0,2021,20190816,22241,,0,,,0,0,0,,,,,,,
㈜나노신소재,00439965,1601110094162.0,2021,20000315,2049,,0,,,313,256,57,121248714854,21428792651,99819922203,4319989061,61068879919,5721638898,7429567940
㈜나인테크,01302987,1101112052382.0,2021,20170515,26223,,0,,,0,0,0,,,,,,,
㈜넥스틴,01080252,1344110044981.0,2021,20100623,29271,,0,,,59,59,0,75979578996,10352003267,65627575729,4141985284,57108751854,22064316158,18074794225
㈜디엔에프,00569691,1101111548671.0,2021,20010105,2049,,0,,,269,268,1,191707086025,46084098643,145622987382,10201643319,127056106754,11138529825,11775310793
㈜레이크머티리얼즈,00861854,1101116525723.0,2021,20100513,2049,,0,,,0,0,0,,,,,,,
㈜베이스,01008081,1101110358443.0,2021,20110801,71531,,0,,,0,0,0,,,,,,,
㈜선재하이테크,00342182,1801110323955.0,2021,20000522,2812,,0,,,0,0,0,,,,,,,
㈜쎄노텍,00915784,1101115733509.0,2021,19990514,23993,,0,,,0,0,0,,,,,,,
㈜씨엔티솔루션,01552555,1314110266299.0,2021,20111014,22299,,0,,,0,0,0,,,,,,,
㈜아이에스시,01318678,1101113978834.0,2021,20180313,64999,,0,,,0,0,0,,,,,,,
㈜아이윈,00365624,1101111715527.0,2021,19990206,303,,0,,,65,65,0,126846594158,52993168014,73853426144,1291865672,90626244365,2489232126,2255031540
㈜야스,00875307,1101111080954.0,2021,20020411,29272,,0,,,248,235,13,224033772339,62627733953,161406038386,1467203782,49692710775,1499663105,2102236120
㈜에버켐텍,01370252,1348110192021.0,2021,20100407,20499,,0,,,0,0,0,,,,,,,
㈜에이프로,01292486,1101110036396.0,2021,20100924,2629,,0,,,0,0,0,,,,,,,
㈜엠케이켐앤텍,00448811,1101111928021.0,2021,20000401,2049,,0,,,0,0,0,,,,,,,
㈜엠티아이,00298739,1101111240920.0,2021,19960208,2642,,0,,,0,0,0,,,,,,,
㈜오로스테크놀로지,01016479,1311110104403.0,2021,20031021,292,,0,,,145,145,0,74725161162,10266292480,64458868682,10315144239,39530355925,1937294295,1797301476
㈜오이솔루션,00571483,2001110180384.0,2021,20030807,26410,,0,,,381,381,0,201838545655,42539273118,159299272537,9575632634,98680738387,1654881565,14371772005
㈜와이엠텍,01288331,1201110492223.0,2021,20090401,29,,0,,,0,0,0,,,,,,,
㈜웨이비스,01270749,1348110407800.0,2021,20170502,261,,0,,,0,0,0,,,,,,,
㈜이코니,00806051,1101117081287.0,2021,20030318,25924,,0,,,0,0,0,,,,,,,
㈜자람테크놀로지,01365038,1101111864829.0,2021,20000127,261,,0,,,0,0,0,,,,,,,
㈜지아이텍,00663784,1101112222505.0,2021,20010201,2225,,0,,,0,0,0,,,,,,,
㈜코렌스알티엑스,01728866,1601110259089.0,2021,20191101,29221,,0,,,0,0,0,,,,,,,
㈜파크시스템스,00244747,1101111397648.0,2021,19970407,27219,,0,,,222,219,3,133915014264,43772547088,90142467176,2527998834,85250257554,17580876116,9085205707
㈜피엠티,00654175,1101110928147.0,2021,20040512,27212,,0,,,180,180,0,,,,,,,
가온솔루션 주식회사,01310135,1211110380302.0,2021,20100108,29272,,0,,,0,0,0,,,,,,,
글로벤스(주),01917044,1648110049656.0,2021,20090701,29271,,0,,,0,0,0,,,,,,,
기가비스주식회사,00765569,1345110078029.0,2021,20040218,292,,0,,,0,0,0,,,,,,,
나래나노텍,00362122,1345110017746.0,2021,19951211,292,,0,,,261,258,3,149521763255,86947906205,62573857050,9083823022,135152540052,23123056534,17471980263
네오마(주),01139530,1101112779431.0,2021,20030701,4659,,0,,,0,0,0,,,,,,,
네이션스,01070033,1101112463894.0,2021,20140401,2629,,0,,,0,0,0,,,,,,,
네패스 야하드,00880354,,2021,20100401,28202,,0,,,0,0,0,,,,,,,
넥스원,00428880,1101111516933.0,2021,20021031,46800,,0,,,0,0,0,,,,,,,
넥스트젠,01551671,1101112309791.0,2021,20180821,70113,,0,,,0,0,0,,,,,,,
넥스플렉스㈜,01385111,1101116827658.0,2021,20180730,26221,,0,,,0,0,0,,,,,,,
노바,00254179,1101110381858.0,2021,19780304,64122,,0,,,0,0,0,,,,,,,
대산지오텍 주식회사,01356164,1348110236655.0,2021,20120214,29272,,0,,,0,0,0,,,,,,,
대운테크,01073854,1211110137464.0,2021,20130423,2221,,0,,,0,0,0,,,,,,,
대주전자재료(주),00177816,1301110007616.0,2021,19810706,2629,,0,,,290,284,1,298387221700,166476198434,131911023266,25282718676,198707699319,17596082568,22969305215
더블유씨피 주식회사,01291317,1101116126430.0,2021,20161026,28202,,0,,,0,0,0,,,,,,,
드림메카텍,01157174,1348110251299.0,2021,20120827,25929,,0,,,0,0,0,,,,,,,
디에스이테크,01682670,1313110146691.0,2021,20150301,29271,,0,,,0,0,0,,,,,,,
디에이치,00678999,1101110085541.0,2021,20030226,30320,,0,,,0,0,0,,,,,,,
디에이치테크,01023187,1101111951676.0,2021,19990219,29172,,0,,,0,0,0,,,,,,,
램테크놀러지㈜,00654272,1345110053211.0,2021,20011025,20119,,0,,,72,72,0,69813448318,26618268816,43195179502,2229870984,48582859654,4472505756,3160788432
레이저쎌주식회사,01573381,1311110405091.0,2021,20150406,29271,,0,,,0,0,0,,,,,,,
레이트론(주),00666912,1341110444765.0,2021,20001001,2611,,0,,,0,0,0,,,,,,,
루츠,01794230,1101112802547.0,2021,20230721,46413,,0,,,0,0,0,,,,,,,
리드엔지니어링,01845066,1501110100896.0,2021,20061101,29271,,0,,,0,0,0,,,,,,,
멜콘(주),01028933,1311110107671.0,2021,20031216,29,,0,,,0,0,0,,,,,,,
모아,00689746,1101110250706.0,2021,20050909,68,,0,,,0,0,0,,,,,,,
미래첨단소재 주식회사,01651908,1501110270186.0,2021,20161115,23993,,0,,,0,0,0,,,,,,,
바테크(주),00846998,1101110608244.0,2021,20050316,46510,,0,,,0,0,0,,,,,,,
볼트크리에이션,01588356,1101115745380.0,2021,20150801,26129,,0,,,0,0,0,,,,,,,
부국산업 주식회사,00123754,1152110036629.0,2021,19860401,3831,,0,,,0,0,0,,,,,,,
브이에이디인스트루먼트,01527230,1311110397222.0,2021,20150112,29271,,0,,,0,0,0,,,,,,,
비나텍(주),00563518,1341110067418.0,2021,19990726,282,,0,,,214,157,57,98487932627,48246822232,50241110395,28537983984,48958076351,5625405971,7495331220
비씨엔씨(주),01301623,1101112767064.0,2021,20030619,261,,0,,,224,222,2,69706530038,39841165606,29865364432,12114185989,64278026361,9232485665,7401830504
비앤에스(주),01456835,1101110540397.0,2021,20130327,29280,,0,,,0,0,0,,,,,,,
비에스티(주),00894621,1101110613863.0,2021,20101025,231,,0,,,0,0,0,,,,,,,
비에스피,01297870,1101110856455.0,2021,20180416,64919,,0,,,0,0,0,,,,,,,
비케이엠주식회사,01702099,1101115238161.0,2021,20200507,333,,0,,,0,0,0,,,,,,,
비케이테크,01585331,1101112323775.0,2021,19960101,28520,,0,,,0,0,0,,,,,,,
빅트,00943592,1101111633365.0,2021,20070702,26422,,0,,,0,0,0,,,,,,,
